1990,0.00068
1991,0.00189
1992,0.00479
1993,0.00344
1994,0.00492
1995,0.00605
1996,0.00675
1997,0.00518
1998,0.00912
1999,0.0087
2000,0.00918
2001,0.00935
2002,0.00962
2003,0.00961
2004,0.01159
2005,0.01033
2006,0.00918
2007,0.00891
2008,0.01142
2009,0.0126
2010,0.0148
2011,0.01481
2012,0.01648
2013,0.01696
